00_00527 T.Royuhu         1 18 1 10 1 12 3 18 2 12  0  96 1839898152
00_00538 T.Nari           1  9 x  x x  x x  x 2  4  50  56 727191712
00_00549 K.Uo             2 15 x  x 2 11 x  x 1 10  71  70 -2051849234
00_00550 K.Sechi          3 12 2  8 3  0 x  x 3 13  71  80 2052333202
00_00561 U.Seio           2  4 3  4 2 13 1 12 3 16  45  73 1453055331
00_00572 H.Tsutsuheko     3 19 2 15 1 14 x  x 1 16  68  81 -1508242124
00_00583 R.Soha           1 17 x  x 1 18 2  8 2  8  44  14 258592818
00_00594 E.Hukayu         3 16 1  8 1 19 2  3 3  6  99  94 185954428
00_00608 U.Ihase          2 14 1 16 1 14 2 10 2 16  30  86 1101379181
00_00619 U.Huinihi        3 10 2 14 x  x 3 16 1  2  14  52 -894360022
00_00620 E.Rahonote       2 16 3 16 1 19 x  x 2 14  60  55 973578142
00_00631 O.Hukito         x  x 3 14 3 16 x  x x  x  74  0 -1103599337
00_00642 T.Neono          1 12 2 19 3 17 2 19 1  8  24  81 -363840865
00_00653 W.Nutsuke        3 11 x  x x  x 2 10 3  2  24  77 1331539903
00_00664 O.Rehihoni       3 12 x  x 3 10 x  x 3 18  64  76 1650622994
00_00675 A.Heu            1 18 2  4 3 18 3  9 1 16  66  76 -1531273914
00_00686 M.Sahochi        x  x 2 12 2 12 2 16 3 16  95  20 -1438916461
00_00697 S.Tsuuyani       1 17 1  8 x  x 2 14 3 10  84  79 657522027
00_00701 U.Ikeehu         3  7 1 18 x  x 1 14 1 13  44  67 839096397
00_00712 N.Kirine         2 17 1 16 2 10 x  x 2 17  43  78 228926828
00_00723 M.Taha           2 14 2 11 3 11 2 10 2 14  84  48 -704140753
00_00734 W.Yore           2  5 1  2 1 11 1 19 3 14  52  53 -1014905286
00_00745 Y.Sero           2 18 1 19 1 16 3  2 1 19  82  47 -99223615
00_00756 I.Oya            2 12 3 16 3 10 2  4 x  x  72  28 -1255785151
00_00767 U.Nokayo         2  9 2 18 3  6 3  6 2 18  26  74 1398245076
00_00778 K.Rosa           3 18 3 11 x  x 2 15 x  x  36  98 -607738207
00_00789 H.Rukata         1  8 1 16 1 11 2 10 1 16 100  84 2016615193
00_00790 I.Runari         1  9 2 11 1 15 x  x 3 13  57  85 -1168473173
00_00804 K.Chiterusa      x  x 3 17 x  x 1 10 3 12  97  95 -1628433042
00_00815 W.Tateso         3 15 x  x 1 19 2 17 2 19  84  56 -1849380786
00_00826 S.Itohae         x  x 1 12 1 16 1  2 3  5  45  50 -1866683256
00_00837 K.Sashitase      3 15 1 10 3  5 3  8 x  x  77  36 1282507006
00_00848 N.Reroho         x  x 1 10 x  x x  x 3 11  70  48 -1785365736
00_00859 I.Nukeneha       x  x 1 16 1 12 2 19 3  8  88  46 -423718949
00_00860 R.Teushise       3 14 1  4 x  x 2 11 1 13  83  37 401546232
00_00871 W.Chihoka        3 12 1 14 3 19 2 11 x  x  96  91 -1162097102
00_00882 K.Kuchinu        1  9 2  4 x  x 1 18 x  x  26  41 -290482789
00_00893 A.Kunonu         1 14 2 19 x  x 3 16 2 17  42  88 -1351839277
00_00907 U.Awasasu        1  8 x  x 2 19 1 10 1 14  82  88 1293874276
00_00918 E.Kesonohu       x  x x  x 3  6 x  x 2 15  14  65 1111784394
00_00929 Y.Hekareo        1 15 3 16 2  9 1 12 x  x  54  38 -1127133609
00_00930 E.Natoyu         x  x 2 14 2 18 1 15 2 13  67  36 -1391393856
00_00941 A.Saho           3  9 3 16 2 15 1 12 2 17  50  97 -1703721378
00_00952 N.Seshinise      1 15 2 16 2 12 3 16 2 11  57  84 1693736762
00_00963 O.Ranahu         2 20 2 16 1 15 x  x 3  6  63  42 681920017
00_00974 E.Naroseya       3 13 3 14 x  x 3  9 1  6  88  83 1270571919
00_00985 T.Tauko          2  2 1  0 1 19 1 17 1 20  82  84 859989438
00_00996 H.Uhoa           1 19 3  2 2 10 x  x 2 12  74  20 -261171158
00_01005 N.Sotero         3  2 x  x 2 16 x  x x  x  79  86 779234118
00_01016 R.Otsuhe         1  9 2  9 3 17 x  x x  x  20  76 -325437562
00_01027 R.Ketochiu       3 18 x  x 1  9 3 16 3 13  85  97 -535250404
00_01038 K.Seha           3 19 3  4 3  2 3  6 1 19  81  53 418069024
00_01049 R.Kuhohi         1  9 3 18 2  2 2  9 2 15  41  61 -631369785
00_01050 U.Nuneno         1  9 2 18 3  6 3  6 3  8  63  83 -1692881937
00_01061 N.Warureshi      3 18 3 13 2 19 2  2 x  x  64  82 -2104837042
00_01072 R.Nonihori       2 12 x  x 3 18 1 12 3 12  50  84 1271931330
00_01083 N.Yohu           x  x x  x 1 12 2 10 1 14  91  97 498312539
00_01094 A.Nahuyo         x  x x  x 2 18 3 15 x  x  65  81 1070694797
00_01108 S.Riyoeki        x  x 2  8 1 16 3 16 1  9  97  89 1804044491
00_01119 E.Roneno         1 17 3 18 1 19 2 16 1 11  99  96 2021858868
00_01120 H.Nuyuwaku       x  x 2  7 3 11 1  4 1  0  97  26 -1763889138
00_01131 N.Kuiroso        3 16 x  x x  x 1 13 1 13  50  45 -1322689833
00_01142 N.Oha            3 19 2  5 2 15 1 16 2 15  61  67 886094802
00_01153 R.None           x  x 3 19 3 18 2 20 2  5  65  36 714903574
00_01164 N.Chichiwaho     1  6 2 11 3 15 1 12 1 10  44  40 -1621046422
00_01175 W.Heso           1 10 3 11 1  6 3 13 2  9  43  67 -1261352203
00_01186 U.Rukinoho       1 16 1 15 1 12 x  x 2 14  22  95 2131268361
00_01197 M.Horokuka       x  x x  x x  x 3  8 1 16  87  83 -1338818593
00_01201 R.Yurohisa       3 14 2  8 3  9 x  x 3 15  47  64 -2136571664
00_01212 U.Konashi        3  4 2 18 1 19 x  x 3 18  76  96 289214445
00_01223 R.Noso           1 10 x  x 1 19 1 11 3  8  95  94 1534293182
00_01234 R.Ua             x  x 2 16 2 12 3  4 1  7  41  47 -2112335801
00_01245 N.Kewa           1 17 3  5 x  x 1  7 3 12  31  22 139635053
00_01256 N.Hahura         x  x 1 18 2 16 3  3 x  x  87  45 -844442942
00_01267 M.Haru           3  8 2 17 2 18 1 13 3 11  14  72 -998406845
00_01278 W.Hutsu          x  x 1 11 2 18 1 16 2  8  50  85 -1262170166
00_01289 U.Ruku           1 13 1 15 2  8 3 13 x  x  40  24 1602311452
00_01290 A.Asu            3 13 3 18 3  5 1 16 2 14  42  48 1549925859
00_01304 T.Rekota         3  8 2 14 3 16 2  9 2 12  67  50 1788288810
00_01315 H.Hanu           2 10 x  x 2 19 3 14 1  6  76  56 1104552485
00_01326 E.Suro           x  x 1  9 2  4 3 19 2  8  94  86 1194818680
00_01337 R.Soahete        2 15 1 15 3 15 3 18 1 19  76  89 -1606584828
00_01348 R.Tanu           1 18 x  x x  x 2 19 2 14  67  93 1491123262
00_01359 O.Kihora         2 15 2 19 2 14 1 19 1 19  14  58 1233780996
00_01360 O.Yanoriko       2 17 2 17 2 19 x  x 1 17  10  94 1635228580
00_01371 N.Yoyaneha       x  x 2 17 1  4 1 15 3 10  73  75 1398640534
00_01382 R.Kasuyo         2 14 3 11 x  x x  x 2  2 100  83 -1908777410
00_01393 S.Yuwatoni       3 19 3 17 1  8 1 13 1  2  95  42 -2047403719
00_01407 T.Shihaya        2  5 2 14 1 14 2 18 3 14  17  83 1061673235
00_01418 U.Kotsuya        2 18 2 10 1 18 2  3 2  8 100  45 1286184960
00_01429 Y.Kekeki         2 15 1  5 3 19 x  x 3 18  85  41 -855942610
00_01430 W.Chike          2 15 x  x 1 18 3 12 3 11  40  28 -261493092
00_01441 M.Yohi           1 12 x  x 3 14 x  x 3 18 100 100 702518622
00_01452 I.Shisohii       3  9 1 17 x  x 2 12 1 14  64  67 647432482
00_01463 H.Tsute          x  x 2 10 2 19 3  2 1 16  37  93 436873915
00_01474 I.Atsu           3 18 2 10 2 13 1 17 3  9  89  55 1418284781
00_01485 K.Hikuwai        2  5 1 12 3  6 1  8 1 17  64  90 -807072077
00_01496 R.Tsunaki        2  8 x  x 2  4 1 14 3  5  85  20 -39216184
00_01500 M.Eko            2  4 1 18 x  x 3 10 2 15  61  78 1950567664
00_01511 K.Asuru          3 11 x  x x  x x  x x  x  89  87 1755321943
00_01522 H.Hachiku        1 18 1 19 3  7 2 10 x  x  57  44 1666058356
00_01533 Y.Tahurehe       1 14 2 16 2 15 x  x 3 16  22 100 -1698393568
00_01544 W.Soetsu         2 14 x  x 1 13 2  8 1 17  51  59 1986915096
00_01555 W.Era            x  x 1 15 3 11 1  0 1  4  90  50 -622966298
00_01566 U.Tonakato       3 19 x  x 2 19 1  6 1  5  83  24 -1905476501
00_01577 S.Raeso          3 17 1 15 3 10 2 17 3 16  57  0 -637364237
00_01588 U.Wahetosu       x  x 1 10 1 15 3 15 2  7  60  92 -1029470771
00_01599 I.Soonesa        x  x 2  8 x  x x  x 2 15  31  98 864966968
00_01603 W.Runua          3 15 3 13 3 18 3 13 3 14  95  17 260496818
00_01614 H.Suseha         2 19 3 12 2 19 1 13 x  x  76  92 1092144398
00_01625 U.Nukiyoka       x  x 3 12 1 18 2 18 2 16  93  75 -647536237
00_01636 W.Yoseo          1 11 2  9 x  x 3 17 1 10  41  59 221890061
00_01647 I.Unuu           x  x x  x 3  6 1  0 x  x  91  84 -512585563
00_01658 E.Nahuso         1 17 1  8 1 16 1 17 1 11  44  91 2136362480
00_01669 Y.Chinoha        2 18 2 15 2 19 2 11 3 17  71  24 -1703745511
00_01670 U.Noi            2 16 x  x 3 13 2 14 2  7  34  99 -1015499368
00_01681 H.Kuto           x  x x  x 1  4 1 19 2 14  87  20 2007821740
00_01692 I.Nesako         2 11 3 13 1  3 1  3 2 18  22  62 1143171395
00_01706 K.Sewanuhi       3  6 x  x 3  0 3 13 3 18  30  76 -1274325901
00_01717 T.Chisete        2 16 2 18 3 12 x  x 3 12  22  36 -1563381275
00_01728 I.Ukoyata        2  6 2 13 2 17 3 19 3 14  60  36 -354103187
00_01739 K.Tei            2 18 x  x 3 17 3 14 x  x  72  54 -440200046
00_01740 E.Karinu         3 15 x  x 3 18 x  x 2  9  70  79 1667999096
00_01751 I.Totashi        2 11 2 18 x  x 1 17 x  x  94  37 493688022
00_01762 O.Kenoasa        2 17 1  5 3 10 1  7 3  8  85  78 -939133577
00_01773 Y.Sorukoke       3 15 3 18 2 19 2 17 2  8  81  37 -152676176
00_01784 A.Rahahura       1 19 1 11 3 19 1 16 3 19  78  67 301613474
00_01795 R.Retau          1  7 x  x 3 13 3 18 2  6  91  80 -254553604
00_01809 E.Ohi            3  8 3 17 3  8 3 18 1 12  97  76 -525292498
00_01810 O.Tatasa         1 15 x  x 3 10 1 16 1 12  22  87 -758291664
00_01821 S.Tochi          2  9 3 18 3 10 2 15 3  3  69  92 671613990
00_01832 T.Tayu           x  x 2 12 1 12 3 12 2 16  77  24 -1141440488
00_01843 U.Yanuwa         1 11 2 18 3 18 1 15 2 11  40  83 842092063
00_01854 A.Roriui         x  x 2 17 3 18 3  9 3 19  93  79 1681938881
00_01865 W.Tsunosu        2 20 1  9 2 19 x  x 2  5  55  95 1641421226
00_01876 M.Nuchihu        x  x x  x 2 18 2  8 x  x  51  70 -1488192052
00_01887 A.Wayuno         1  4 x  x 2 17 1 11 3 16  45  50 117758751
00_01898 U.Reuyoo         x  x 2  7 3 19 1 14 1  9  33  73 1166056650
00_01902 W.Hawato         1 10 1 15 1 16 1 14 1 19  88  82 1960649863
00_01913 U.Shiri          3  7 x  x x  x 3 18 3 10  96  96 -292722914
00_01924 N.Hiyo           3 16 2 14 3  4 2 19 x  x  76  91 -141506319
00_01935 M.Saro           2  6 2  8 x  x x  x 1 20  78  71 -967818461
00_01946 Y.Kiyo           x  x x  x 3 15 1 16 3 16  80  83 387303288
00_01957 R.Osara          1 16 1 17 1 14 2  2 2 11  28  40 981483054
00_01968 A.Nase           x  x 3 16 x  x x  x 1  5  91  14 -2030594891
00_01979 I.Nisoto         2 14 3  6 1 15 1  9 2  6  31  62 -508615249
00_01980 U.Aseei          2  9 1 10 1 14 3  6 2 18  94  51 -594717420
00_01991 O.Heruyo         x  x x  x 3 15 2  8 3 17  74  20 -1407642799
00_02000 H.Kuchi          1 18 x  x 3 19 2 12 3  6  64  96 -2013156214
00_02011 T.Husuku         1 13 2 13 x  x 1  7 2 20  66  10 -639093945
00_02022 I.Kinu           x  x 3 19 3 17 2 20 3  6  86  50 1990321882
00_02033 I.Rusaya         x  x 1  3 1 13 2 18 3 16  26  72 41270638
00_02044 I.Hire           1  4 1 14 x  x 1 18 3 15  38  81 -811150215
00_02055 Y.Chihosu        1  9 1 17 x  x x  x 1  7  73  20 1980477249
00_02066 I.Uheo           1  8 x  x 1  2 3  7 2  6  94  56 2086088591
00_02077 I.Kohu           x  x x  x 1 15 3 10 1 19  68  58 209423128
00_02088 S.Huhaihe        x  x x  x 2 15 1 10 3 14  65  89 -915319039
00_02099 T.Taniyaka       2  2 3  6 1  8 2 11 3 19  76  74 -1476026139
00_02103 T.Iyosoni        x  x 1  9 x  x 3 14 2 16  43  86 -922693425
00_02114 E.Soku           3 18 1 13 3 16 3 18 3 17  81  90 39793553
00_02125 W.Tetoreke       1 16 3 19 1 18 1 12 1 17  78  92 -1004215463
00_02136 U.Tsuchi         2 15 2  4 3 18 3 15 2 11  58  59 -334114998
00_02147 Y.Tsuarina       x  x 3 14 1 16 1 12 x  x  85  60 657358507
00_02158 K.Nichini        3 19 2  9 2  5 3 17 x  x  95  50 -1063928866
00_02169 S.Iyake          2  8 x  x 1  8 1 19 3 17  86  59 -310849524
00_02170 N.Anuko          2 14 2 17 x  x 1 11 1 11  20  87 -811031390
00_02181 W.Chisu          3 12 1  9 1 17 1  8 3 16  10  28 51659687
00_02192 U.Ukesa          1 11 1 17 1 14 1 17 x  x  74  97 663772859
00_02206 K.Toya           x  x x  x x  x 2 10 x  x  50  81 -854895259
00_02217 K.Tanieke        1  6 x  x 1 19 3 18 1  8  59  67 -504127481
00_02228 R.Ukohi          x  x 1 11 3 12 x  x 1 14  98  95 -1434093306
00_02239 W.Nenasoi        1 10 x  x 1  5 3 10 3 16  20  72 2043843571
00_02240 Y.Rirako         1 13 2 14 2 15 2  6 1 17  70  83 -2003993870
00_02251 W.Hokotsutsu     x  x 3 13 2 12 2 19 1 15  72  36 1808161887
00_02262 A.Keya           2 10 x  x 1  9 2 14 2 17  80  62 967552924
00_02273 N.Yawakaya       x  x 1 16 1 14 1 12 3 11  99  73 1247334542
00_02284 K.Niwa           3 12 x  x x  x 3 18 2 14  40  68 561396560
00_02295 K.Hahohu         3  5 3 12 2 18 3  6 2  2  90  54 -98267552
00_02309 I.Yuteho         1 13 1  5 3 12 2 13 1 13  24  50 -1201181925
00_02310 T.Noki           1 18 3 13 x  x x  x x  x  83  87 606896591
00_02321 T.Yoki           3 18 3 15 2 17 2  2 1 12  76  99 -2106453028
00_02332 Y.Tesahu         1 18 2 16 1 17 3 17 x  x  87  41 2014632128
00_02343 N.Chiko          1  5 2 18 3  9 2 13 x  x  37  51 -766898523
00_02354 I.Chita          2 10 1 12 1 15 x  x 2 19  61  77 -1561297079
00_02365 E.Ure            2 18 3 14 x  x 3 15 3 20  46  67 380653780
00_02376 R.Tohununu       3 15 2 12 x  x 2  5 3 13  77  10 1512811889
00_02387 U.Tanusu         3 10 3 19 2  8 3 13 3 12  52  52 1906344770
00_02398 Y.Totsuyo        3 10 3 15 3 12 x  x 3  4  51  87 1641905786
00_02402 W.Kuahohu        3 17 x  x x  x x  x 1  7  69  92 422369562
00_02413 S.Rake           1 15 2  2 3 16 2 12 x  x  80  31 1595840946
00_02424 I.Huasuu         3 19 2 12 2 13 1  2 1 10  97  43 1894035715
00_02435 E.Kerichi        1 19 2 12 3  8 3  4 2 12  87  92 -67583195
00_02446 K.Hokorui        1 10 x  x 2 19 x  x 2 15  64  76 -1078600112
00_02457 M.Rototo         2  7 1 12 3 12 3  9 2 18  94  50 307154309
00_02468 I.Shisoyoyu      2 14 3  9 2 18 1 16 3 10  42  43 1258442947
00_02479 A.Seisuwa        x  x 1  2 3  9 1 12 2 12  70  76 1082737732
00_02480 K.Tarineka       1  7 x  x 2  6 1  4 x  x  96  78 1061294276
00_02491 U.Neiru          3  4 1 16 3  2 x  x 3 13  37  58 -286736223
00_02505 W.Ukushika       2 18 3 17 3  8 1 17 x  x  96  54 -33509760
00_02516 R.Wae            3  7 1 14 3 15 3 18 2 11  93  88 -883190460
00_02527 Y.Tatoheo        3 10 2 19 1 19 1 14 3 12  17  63 2139813195
00_02538 U.Teatayo        1 17 2 18 3 18 2 14 1  6  56  90 -677579134
00_02549 T.Tareshi        x  x 3 15 3 17 3 19 x  x  66  44 -889670734
00_02550 W.Hua            3 13 x  x 2 15 2 13 x  x  86  74 1748410475
00_02561 O.Nunihi         x  x 1 10 3 13 3 13 3 16  82  36 1286026366
00_02572 T.Renoya         x  x 2 10 3 18 x  x 1  7  0  58 2139131715
00_02583 S.Ketsu          1 10 3 14 3 15 1 12 3 10  79  38 686830382
00_02594 A.Netsu          1 15 2 16 x  x 1 13 3 13  75  95 -547356155
00_02608 E.Riraha         3 12 1 15 1 17 1 17 3  7  30  94 -937626508
00_02619 M.Shiteohe       2 14 2 15 x  x 1  9 1  4  44  93 -1890750414
00_02620 A.Oha            x  x 1  2 1 16 3 11 x  x  74  72 1013550409
00_02631 W.Ruyu           x  x x  x 1 13 2 19 1  4  50  81 1337212442
00_02642 H.Kahawa         3 12 3 14 3 16 3 13 3 14  60  44 568575814
00_02653 W.Yonohiya       1  8 1 12 1 19 1  9 3  0  58  26 -1183103079
00_02664 H.Ahi            1 12 2 14 1 17 2 12 3  6  63  92 -1998949086
00_02675 O.Kutoshi        2  9 x  x 1 15 1 20 2  9  79  80 -1156195512
00_02686 I.Shise          3 15 3  8 2 17 2 14 1  2  76  56 1470525033
00_02697 N.Watakua        1 18 2 11 1  8 1 15 2 14  98  50 1063183254
00_02701 N.Kosoro         2  0 2  4 2 19 x  x 2 19  87  31 1229537870
00_02712 Y.Akoniho        1  8 3 12 1 17 3  9 1 18  81  46 -1437952058
00_02723 Y.Ikariha        1 11 2  4 2  8 x  x 2 13  53  42 -1061613828
00_02734 E.Otehe          3  8 3 19 2 17 3 13 2  2  82  94 -792646062
00_02745 U.Yusuhe         2 15 2 19 x  x 2 13 x  x  89  22 -957702009
00_02756 H.Shiritsu       3  6 3 13 x  x 3 18 3 19  54  66 -22822234
00_02767 S.Tenua          3 16 2 11 2 10 1 16 3  3  70  44 -144752550
00_02778 A.Toni           1  7 x  x 1 10 1 11 3  2  14  36 2079833243
00_02789 O.Nuritaya       1  6 1 16 x  x 3 12 3 11  14  34 -292724130
00_02790 H.Shiochi        1 16 1 11 3 14 2  8 2 18  94  50 -1019175440
00_02804 T.Harone         2  6 1 16 2 14 1 17 1 16  80  42 -1571588467
00_02815 E.Kayu           3 16 1 18 1 10 2 18 x  x  74  85 572161153
00_02826 K.Neoho          1  8 1  9 1  6 3 10 2 16  86  95 -1670126753
00_02837 T.Uku            1 16 1 11 2  7 2 18 3 10  95  94 -1354933822
00_02848 H.Tane           2 18 3  9 1  8 1 11 3 12  96  70 7814964
00_02859 I.Tsukani        x  x 1  2 3 19 3 18 2 16  54  41 260621772
00_02860 S.Neisu          3  6 3  7 x  x 1 10 2 14  17  78 1951727804
00_02871 M.Shiuhiko       2 11 1  8 2  9 3 19 1 12  92  80 -135513746
00_02882 K.Hoake          3  9 1  2 1  9 1  7 2  4 100  91 -1160631989
00_02893 U.Akotote        2 11 x  x 1 11 2 13 1  7  84  78 203442713
00_02907 E.Nusu           3 16 2  9 1 12 2 18 3  9  67  96 1370755167
00_02918 K.Kinusu         x  x x  x 2 14 x  x 2 14  80  17 -1937050712
00_02929 O.Tasekou        1  4 2 11 x  x 1 16 1 12  97  92 1247231879
00_02930 I.Nuse           1 10 3 11 2 15 2 10 3 18  91  74 -808116384
00_02941 H.Rawawatsu      x  x 2 12 2  9 x  x x  x  46  83 915364941
00_02952 M.Sese           2  8 2  2 2  4 2  8 2 18  97  96 -1270776397
00_02963 S.Yua            x  x 1  6 3  8 3 15 2 10  79  66 1068550201
00_02974 E.Shichihoto     1 12 1  8 3 13 x  x x  x  94  89 1195019939
00_02985 U.Hihayasa       3 11 2 15 x  x 3 15 1  8  30  67 -126927888
00_02996 M.Yasu           x  x 3 10 2  6 3 10 1 13  38  54 1944336311
00_03005 E.Ruta           x  x 1 14 2 14 3 15 x  x  58  50 -1226802113
00_03016 S.Sohika         2 16 2 18 x  x 3 13 1 16  78  95 1953533432
00_03027 K.Suya           2 12 2 11 3 11 3  6 1 11  56  78 1289125308
00_03038 S.Wara           2 14 3 19 3 15 x  x 1 15  67  44 2071011694
00_03049 A.Henaa          1 18 1  6 1 11 1  6 1  9  66  14 -1171480370
00_03050 U.Wayo           1 13 3 18 1 19 3 11 2 16  53  10 1025475212
00_03061 W.Rusehera       2 15 3 15 x  x x  x 3 16  82  83 -330388653
00_03072 S.Yukinehi       x  x 1 15 3 13 1  7 3 16  47  91 -1578863757
00_03083 S.Noro           x  x 1 16 2 10 2 17 x  x  31  67 1657343972
00_03094 S.Shiyo          3 19 x  x x  x 1 14 1  6  56  34 141440369
00_03108 A.Kiru           2  9 2  8 2 15 2 19 1  8  89  96 -1988279400
00_03119 T.Osu            2 16 1 12 1 15 1 17 2  7  70  50 -1747598039
00_03120 K.Soyarike       3 18 x  x x  x x  x 3  7  57  73 -1763426913
00_03131 A.Oo             1  0 1  8 2 18 3 14 1 17  38  10 -1345269847
00_03142 E.Tayo           2  2 1 14 3 17 3 18 x  x  89  38 -1626468528
00_03153 H.Teshishie      x  x 1 17 3  6 1 15 x  x  43  92 1624977214
00_03164 R.Wara           3  8 2 13 2 18 2 19 3 15  0  46 1657341037
00_03175 I.Neyatsu        x  x 1 17 3 17 2 11 1 18  76  99 437051407
00_03186 A.Shiko          2 19 x  x 3 13 2 18 x  x  58  78 1454239445
00_03197 E.Hiwa           1 13 1 14 3 19 x  x 1  7  62  96 918814043
00_03201 E.Riosoto        2 18 x  x 3 15 3 15 1 10  90  17 2116065807
00_03212 M.Huyatatsu      2  8 3 19 1 16 2 17 1 18  70  90 -1972709761
00_03223 M.Ruro           3 12 3 13 2 19 3 11 3 19  17  69 1978499214
00_03234 K.Soteko         1 18 x  x 1 18 3 15 2 12  43  0 1887224251
00_03245 W.Ruha           3 16 3 16 x  x x  x x  x  98  76 -1699277889
00_03256 T.Nitosune       3 13 2 19 x  x x  x x  x  36  28 -910745408
00_03267 W.Kahana         1 16 x  x 2 10 2  8 1  4  72  47 -74220010
00_03278 M.Rea            2 18 1 15 2 12 3 12 1  4  82  96 309221029
00_03289 E.Kuyunu         1 18 x  x 3 19 2 18 1 17  69  83 -1854731408
00_03290 A.Eisoya         2 13 x  x 3 15 3 15 3 18  37  98 -787483549
00_03304 E.Hesetsutsu     3 14 3 15 x  x 3  9 1 17  80  92 -1285457944
00_03315 I.Rohe           2 14 2  8 3 12 1 18 2 10  43  92 -1071881957
00_03326 W.Hano           x  x 3 18 3  8 2  0 x  x  68  28 778480132
00_03337 A.Shinia         1 17 1  6 x  x 2  4 3 18  68  17 628806780
00_03348 O.Wasua          2  8 2 19 3 18 2 19 1 19  91  82 -1960204901
00_03359 Y.Hiho           2 12 2 19 x  x 1 12 3 12  60  92 408680132
00_03360 S.Waku           3 10 2 18 3 18 1 18 2  8  50  98 -1093761437
